"","X","huc12","states","name","areasqkm","areaacres","sorted_state"
"86262","86262","010200020504","ME","Swift Brook",82.18,20306.97,"ME"
"86263","86263","010200020505","ME","Mud Brook",76.39,18876.29,"ME"
"86329","86329","010200020506","ME","Meadow Brook",38.77,9579.73,"ME"
"23345","23345","010200020507","ME","Outlet East Branch Penobscot River",159.42,39392.99,"ME"
"86323","86323","010200030101","ME","Rockabema Lake",68.44,16912.24,"ME"
"86330","86330","010200030102","ME","West Hastings Brook",40.2,9934.73,"ME"
"86331","86331","010200030103","ME","East Hastings Brook",53.3,13171.39,"ME"
"86332","86332","010200030104","ME","Alder Brook",62.87,15534.79,"ME"
"86333","86333","010200030105","ME","Crystal Lake-Crystal Brook",78.16,19313.18,"ME"
"32273","32273","010200030106","ME","Cold Brook",60.67,14992.24,"ME"
"86334","86334","010200030107","ME","Fish Stream",156.82,38751.38,"ME"
"86335","86335","010200030108","ME","Caribou Lake-Sly Brook",74.91,18510.78,"ME"
"86336","86336","010200030109","ME","Upper West Branch Mattawamkeag River",97.87,24183.87,"ME"
"86337","86337","010200030110","ME","Dyer Brook",65.39,16157.47,"ME"
"23346","23346","010200030111","ME","Middle West Branch Mattawamkeag River",55.62,13744.46,"ME"
"86338","86338","010200030112","ME","Babcock Brook",87.15,21534.41,"ME"
"86339","86339","010200030113","ME","Lower West Branch Mattawamkeag River",55.3,13665.03,"ME"
"86340","86340","010200030201","ME","Upper East Branch Mattawamkeag River",111.64,27585.68,"ME"
"86341","86341","010200030202","ME","Middle East Branch Mattawamkeag River",67.15,16594.3,"ME"
"86351","86351","010200030203","ME","Pleasant Lake",19.16,4735.32,"ME"
"82487","82487","010200030204","ME","Beaver Brook",77.19,19073.12,"ME"
"82488","82488","010200030205","ME","Lower East Branch Mattawamkeag River",156.64,38707.54,"ME"
"82489","82489","010200030301","ME","Scagrock Brook",121.74,30082.56,"ME"
"86228","86228","010200030302","ME","Battle Brook",40.51,10010.79,"ME"
"83947","83947","010200030303","ME","Upper Mattawamkeag River",99.62,24616.92,"ME"
"86229","86229","010200030401","ME","Baskahegan Lake",325.03,80317.56,"ME"
"86230","86230","010200030402","ME","Crooked Brook Flowage",138.82,34303.88,"ME"
"86231","86231","010200030403","ME","Lower Hot Brook Lake",77.68,19195.38,"ME"
"86232","86232","010200030404","ME","Baskahegan Stream",68.81,17002.31,"ME"
"86233","86233","010200030501","ME","Wytopitlock Lake",57.91,14309.48,"ME"
"86234","86234","010200030502","ME","Wytopitlock Stream",106.03,26199.34,"ME"
"15532","15532","010200030503","ME","Mattagodus Stream",130.06,32138.05,"ME"
"83190","83190","010200030504","ME","Smith Brook",35.32,8727.13,"ME"
"83191","83191","010200030505","ME","Hawkins Brook",37.33,9223.79,"ME"
"83192","83192","010200030506","ME","Finn Brook",32.62,8061.03,"ME"
"23347","23347","010200030507","ME","Meadow Brook",28.14,6952.85,"ME"
"23348","23348","010200030508","ME","Little Meadow Brook-Meadow Brook",53.54,13229.44,"ME"
"83193","83193","010200030509","ME","Mud Brook",52.9,13072.55,"ME"
"83194","83194","010200030510","ME","Crossuntic Stream",43.3,10699.16,"ME"
"32274","32274","010200030511","ME","Middle Mattawamkeag River",143.89,35554.93,"ME"
"83195","83195","010200030601","ME","West Branch Molunkus Stream",53.18,13140.68,"ME"
"83196","83196","010200030602","ME","East Branch Molunkus Stream",56.4,13936.06,"ME"
"83198","83198","010200030603","ME","Upper Molunkus Stream",93.02,22985.16,"ME"
"83199","83199","010200030604","ME","Molunkus Lake",90.66,22402.09,"ME"
"24029","24029","010200030605","ME","Lower Macwahoc Lake-Macwahoc Stream",41.6,10278.64,"ME"
"23349","23349","010200030606","ME","Macwahoc Stream",109.58,27076.77,"ME"
"83200","83200","010200030607","ME","Lower Molunkus Stream",162.17,40073.58,"ME"
"23350","23350","010200030701","ME","Silver Lake",22.39,5531.92,"ME"
"83201","83201","010200030702","ME","East Branch Mattakeunk Stream",87.86,21710.45,"ME"
"83202","83202","010200030703","ME","Mattakeunk Stream",107.96,26677.9,"ME"
"83203","83203","010200030704","ME","Lower Mattawamkeag River",108.59,26833,"ME"
"86383","86383","010200040101","ME","West Shirley Bog",57.52,14213.6,"ME"
"86384","86384","010200040102","ME","Bald Mountain Pond",37.19,9189.21,"ME"
"86385","86385","010200040103","ME","West Branch Piscataquis River",94.95,23463.37,"ME"
"86382","86382","010200040104","ME","Shirley Pond",46.28,11437.21,"ME"
"86386","86386","010200040105","ME","East Branch Piscataquis River",58.07,14348.91,"ME"
"86388","86388","010200040106","ME","Brown Brook",44.88,11089.57,"ME"
"86389","86389","010200040107","ME","Thorn Brook",76.88,18997.02,"ME"
"86390","86390","010200040108","ME","Kingsbury Pond",32.07,7924.52,"ME"
"86391","86391","010200040109","ME","Carlton Stream",51.88,12819.08,"ME"
"86392","86392","010200040110","ME","Kingsbury Stream",85.71,21179.33,"ME"
"86393","86393","010200040111","ME","Blackstone Brook-Piscataquis River",97.91,24194.96,"ME"
"86342","86342","010200040201","ME","Manhanock Pond",63.34,15651.5,"ME"
"86343","86343","010200040202","ME","Black Stream",88.19,21792.45,"ME"
"86344","86344","010200040203","ME","Salmon Stream-Piscataquis River",80.91,19994.19,"ME"
"86345","86345","010200040204","ME","Alder Stream",107.55,26576.18,"ME"
"86346","86346","010200040205","ME","Meadow Brook-Piscataquis River",126.1,31160.14,"ME"
"86347","86347","010200040301","ME","Lower Wilson Pond",84.5,20881.29,"ME"
"86460","86460","010200040302","ME","Upper Big Wilson Stream",84.4,20854.69,"ME"
"86462","86462","010200040303","ME","Little Wilson Stream",36.83,9101.66,"ME"
"86463","86463","010200040304","ME","Monson Stream",55.32,13670.7,"ME"
"86457","86457","010200040305","ME","Davis Brook",62.36,15409.1,"ME"
"86464","86464","010200040306","ME","Lower Big Wilson Stream",65.12,16092.44,"ME"
"86465","86465","010200040307","ME","Lake Onawa",133.63,33020.92,"ME"
"86466","86466","010200040308","ME","First Buttermilk Pond",65.77,16252.97,"ME"
"86467","86467","010200040309","ME","Ship Pond Stream",41.5,10255.82,"ME"
"86468","86468","010200040310","ME","Bear Brook",53.93,13325.94,"ME"
"86469","86469","010200040311","ME","Sebec Lake",157.89,39014.49,"ME"
"86470","86470","010200040312","ME","Sebec River",66.17,16349.87,"ME"
"86471","86471","010200040401","ME","Upper West Branch Pleasant River",89.07,22009.24,"ME"
"86472","86472","010200040402","ME","Middle West Branch Pleasant River",109.98,27176.55,"ME"
"86473","86473","010200040403","ME","Silver Lake",70.78,17491.2,"ME"
"86474","86474","010200040404","ME","Houston Brook",63.95,15802.91,"ME"
"86475","86475","010200040405","ME","Lower West Branch Pleasant River",73.89,18259.61,"ME"
"86476","86476","010200040406","ME","B Pond",43.04,10636.45,"ME"
"86492","86492","010200040407","ME","Upper East Branch Pleasant River",81.41,20117.63,"ME"
"86493","86493","010200040408","ME","Middle Branch Pleasant River",69.16,17089.47,"ME"
"86546","86546","010200040409","ME","Lower East Branch Pleasant River",169.33,41841.61,"ME"
"86494","86494","010200040410","ME","Pleasant River",92.68,22900.86,"ME"
"86495","86495","010200040501","ME","Seboeis Lake",155.94,38534.48,"ME"
"86496","86496","010200040502","ME","East Branch Seboeis Stream",102.8,25401.68,"ME"
"86497","86497","010200040503","ME","West Branch Seboeis Stream",121.67,30064.96,"ME"
"86550","86550","010200040504","ME","Seboeis Stream",37.58,9287.16,"ME"
"86551","86551","010200040601","ME","Alder Brook-Piscataquis River",134.29,33184,"ME"
"86552","86552","010200040602","ME","Schoodic Lake-Schoodic Stream",118.33,29239.1,"ME"
"86553","86553","010200040603","ME","Scutaze Stream",36.26,8959.83,"ME"
"23351","23351","010200040604","ME","Hardy Brook-Piscataquis River",137.04,33862.43,"ME"
"86554","86554","010200050101","ME","Salmon Stream Lake",114.57,28311.51,"ME"
"86555","86555","010200050102","ME","Salmon Stream",59.21,14630.13,"ME"
"86556","86556","010200050103","ME","Mattaseunk Stream",120.3,29726.62,"ME"
"86557","86557","010200050104","ME","Pattagumpus Stream-Penobscot River",122.88,30364.71,"ME"
"23354","23354","010200050201","ME","Sebonibus Rapids-Penobscot River",106.45,26303.9,"ME"
"24017","24017","010200050202","ME","Stump Pond-Cambolasse Stream",45.57,11260.83,"ME"
"86613","86613","010200050203","ME","Ebhorse Stream",60.28,14894.5,"ME"
"86614","86614","010200050204","ME","Medunkeunk Stream",134.1,33136.81,"ME"
"24018","24018","010200050205","ME","Mattanawcook Pond",84.34,20840.14,"ME"
"86593","86593","010200050206","ME","Upper Mattamiscontis Stream",113.76,28110.69,"ME"
"86594","86594","010200050207","ME","Lower Mattamiscontis Stream",109.29,27005.58,"ME"
"86595","86595","010200050208","ME","Pollack Brook-Penobscot River",120.35,29739.3,"ME"
"57690","57690","010200050301","ME","Number Three Pond-West Branch Passadumkeag River",58.01,14335.15,"ME"
"63076","63076","010200050302","ME","Taylor Brook",44.61,11023.19,"ME"
"63077","63077","010200050303","ME","Upper Passadumkeag River",115.11,28443.5,"ME"
"63078","63078","010200050304","ME","Lower Pistol Lake-Pistol Stream",43.8,10822.62,"ME"
"63079","63079","010200050305","ME","Nicatous Lake",183.62,45372.68,"ME"
"62996","62996","010200050306","ME","Madagascal Pond-Madagascal Stream",133.27,32931.32,"ME"
"24019","24019","010200050307","ME","Middle Passadumkeag River",128.94,31862.33,"ME"
"63156","63156","010200050308","ME","Eskutassis Pond-Eskutassis Stream",48.21,11912.45,"ME"
"63002","63002","010200050309","ME","Lower Lord Brook",42.61,10529.22,"ME"
"63003","63003","010200050310","ME","Cold Stream Pond-Cold Stream",116.12,28695,"ME"
"63004","63004","010200050311","ME","Lower Passadumkeag River",114.08,28190.22,"ME"
"63005","63005","010200050401","ME","Pollard Brook-Penobscot River",76.36,18869.88,"ME"
"63006","63006","010200050402","ME","Olamon Stream",139.08,34366.72,"ME"
"63157","63157","010200050403","ME","Hoyt Brook",49.7,12281.88,"ME"
"63158","63158","010200050404","ME","Hemlock Stream",54.49,13465.31,"ME"
"63159","63159","010200050405","ME","Upper Sunkhaze Stream",109.87,27148.92,"ME"
"63009","63009","010200050406","ME","Birch Stream",58.26,14397.5,"ME"
"63010","63010","010200050407","ME","Lower Sunkhaze Stream",76.98,19022.78,"ME"
"24025","24025","010200050408","ME","Stevens Brook-Penobscot River",115.18,28462.29,"ME"
"63011","63011","010200050501","ME","Upper Birch Stream",78.97,19512.7,"ME"
"63160","63160","010200050502","ME","Lower Birch Stream",73.14,18072.05,"ME"
"63161","63161","010200050503","ME","West Branch Dead Stream",98.77,24407.17,"ME"
"63228","63228","010200050504","ME","Upper Dead Stream",111.23,27486.48,"ME"
"63229","63229","010200050505","ME","Little Pushaw Pond-Bear Brook",100.57,24850.24,"ME"
"63230","63230","010200050506","ME","Upper Pushaw Stream",83.8,20706.98,"ME"
"63231","63231","010200050507","ME","Pushaw Lake",94.59,23374.59,"ME"
"63220","63220","010200050508","ME","Lower Dead Stream",44.54,11005.59,"ME"
"63232","63232","010200050509","ME","Lower Pushaw Stream",72.8,17990.06,"ME"
"63235","63235","010200050510","ME","Stillwater River",33.89,8374.71,"ME"
"63236","63236","010200050601","ME","Great Works Stream",115.43,28522.22,"ME"
"63237","63237","010200050602","ME","Chemo Pond-Blackman Stream",123.25,30456.05,"ME"
"63238","63238","010200050603","ME","Marsh Island-Penobscot River",89.72,22170.09,"ME"
"63239","63239","010200050701","ME","French Stream",68.59,16949.29,"ME"
"63240","63240","010200050702","ME","Crooked Brook",48.43,11967.67,"ME"
"63241","63241","010200050703","ME","Upper Kenduskeag Stream",103.19,25497.81,"ME"
"63198","63198","010200050704","ME","Upper Black Stream",67.74,16737.78,"ME"
"63242","63242","010200050705","ME","Lower Black Stream ",50.36,12443.92,"ME"
"63243","63243","010200050706","ME","Middle Kenduskeag Stream",115.4,28515.63,"ME"
"63244","63244","010200050707","ME","Lower Kenduskeag Stream",112.22,27730.74,"ME"
"63351","63351","010200050801","ME","Upper Souadabscook Stream",87.21,21548.84,"ME"
"63352","63352","010200050802","ME","Tracy Brook",56.8,14036.22,"ME"
"63353","63353","010200050803","ME","West Branch Souadabscook Stream",72.44,17899.45,"ME"
"24020","24020","010200050804","ME","Middle Souadabscook Stream",104.59,25844.95,"ME"
"63354","63354","010200050805","ME","Lower Souadabscook Stream",73.48,18157,"ME"
"63355","63355","010200050901","ME","Upper Marsh Stream",95.5,23597.7,"ME"
"63356","63356","010200050902","ME","North Branch Marsh Stream",112.59,27820.75,"ME"
"63268","63268","010200050903","ME","Middle Marsh Stream",67.37,16647.13,"ME"
"63269","63269","010200050904","ME","Lower Marsh Stream",79.88,19737.77,"ME"
"63357","63357","010200050905","ME","Halfmoon Pond-Colson Stream",54.2,13391.98,"ME"
"24026","24026","010200050906","ME","South Branch Marsh River",26.77,6614.93,"ME"
"63358","63358","010200051001","ME","Eaton Brook",47.76,11801.29,"ME"
"63359","63359","010200051002","ME","Sedgeunkedunk Stream",52.48,12966.99,"ME"
"63360","63360","010200051003","ME","Felts Brook-Penobscot River",96.58,23864.21,"ME"
"63361","63361","010200051004","ME","Long Pond",89.36,22081.03,"ME"
"63362","63362","010200051005","ME","Toddy Pond",65.25,16122.58,"ME"
"63363","63363","010200051006","ME","Alamoosook Lake",90.05,22251.98,"ME"
"63453","63453","010200051007","ME","Cove Brook-Penobscot River",141.58,34986.28,"ME"
"63455","63455","010200051008","ME","Orland River",54.59,13490.5,"ME"
"24027","24027","010200051009","ME","Penobscot River-Frontal Penobscot Bay",145.69,35999.89,"ME"
"43262","43262","010300010101","CN,ME","Number One Brook",85.93,21234.93,"ME"
"43062","43062","010300010102","CN,ME","South Branch Moose River",91.95,22721.49,"ME"
"63456","63456","010300010201","ME","Bog Brook",51.79,12797.66,"ME"
"43260","43260","010300010202","ME","Gulf Stream",56.85,14047.74,"ME"
"80839","80839","010300010203","ME","Holeb Pond",59.29,14651.85,"ME"
"43063","43063","010300010204","ME","Little Gulf Stream-Moose River",98.04,24227.1,"ME"
"63457","63457","010300010205","ME","Barret Brook",56,13837.03,"ME"
"63458","63458","010300010206","ME","Number Five Bog-Moose River",145.36,35918.6,"ME"
"63459","63459","010300010301","ME","Attean Pond",71.74,17728.46,"ME"
"43064","43064","010300010302","CN,ME","West Branch Sandy Stream",92.93,22962.63,"ME"
"43065","43065","010300010303","ME","Wood Pond",178.24,44045.08,"ME"
"43069","43069","010300010304","ME","Heald Stream",62.5,15444.46,"ME"
"63460","63460","010300010305","ME","Upper Churchill Stream",54.46,13456.34,"ME"
"80840","80840","010300010306","ME","Churchill Stream",95.09,23496.61,"ME"
"63461","63461","010300010307","ME","Parlin Pond",45.46,11232.59,"ME"
"63462","63462","010300010308","ME","Parlin Stream",103.79,25647.05,"ME"
"63463","63463","010300010309","ME","Long Pond",98.24,24275.55,"ME"
"63464","63464","010300010310","ME","Stony Brook-Moose River",63.2,15617.72,"ME"
"63465","63465","010300010401","ME","South Branch Brassua Stream",64.18,15858.48,"ME"
"63466","63466","010300010402","ME","North Branch Brassua Stream",43.78,10817.48,"ME"
"63530","63530","010300010403","ME","Misery Stream",78.53,19405.63,"ME"
"80841","80841","010300010404","ME","Brassua Lake-Moose River",172.66,42664.6,"ME"
"63531","63531","010300010501","ME","Carry Brook",38.19,9436.44,"ME"
"63532","63532","010300010502","ME","Socatean Stream",80.61,19918.85,"ME"
"63529","63529","010300010503","ME","Tomhegan Stream",61.51,15199,"ME"
"80862","80862","010300010504","ME","Spencer Pond",56.98,14079.67,"ME"
"155811","15581","010300010505","ME","Second Roach Pond",65.59,16206.47,"ME"
"80863","80863","010300010506","ME","First Roach Pond",118.21,29209.71,"ME"
"63533","63533","010300010507","ME","Roach River",86.5,21375.7,"ME"
"80911","80911","010300010508","ME","Lily Bay Brook",34.72,8580.16,"ME"
"80949","80949","010300010509","ME","South Brook",30.71,7588.35,"ME"
"80950","80950","010300010510","ME","Moosehead Lake",856.59,211666.76,"ME"
"59963","59963","010300010601","ME","Churchill Stream-Round Pond",86.9,21473.16,"ME"
"59964","59964","010300010602","ME","Indian Stream",80.67,19934.22,"ME"
"80951","80951","010300010603","ME","Indian Pond",130.22,32178.25,"ME"
"63611","63611","010300010604","ME","Chase Stream",49.9,12330.64,"ME"
"59959","59959","010300010605","ME","Baker Stream",51.23,12660.41,"ME"
"63612","63612","010300010606","ME","Big Sandy Stream",37.17,9184.9,"ME"
"80933","80933","010300010607","ME","Moxie Stream",152.01,37562.49,"ME"
"63613","63613","010300010608","ME","Black Brook",53.6,13245.83,"ME"
"61343","61343","010300010609","ME","Cold Stream",123.37,30485.1,"ME"
"61346","61346","010300010610","ME","Dead Stream-Kennebec River",68.77,16992.44,"ME"
"43263","43263","010300020101","CN,ME","Horseshoe Stream",93.61,23131.28,"ME"
"43068","43068","010300020102","ME","Chain of Ponds",75.33,18615.12,"ME"
"63693","63693","010300020103","ME","Gold Brook-North Branch Dead River",58.25,14394.25,"ME"
"61342","61342","010300020104","ME","Alder Stream",133.14,32899.16,"ME"
"63694","63694","010300020105","ME","Jim Pond Brook",60.22,14881.37,"ME"
"63695","63695","010300020106","ME","North Branch Dead River",102.24,25265.06,"ME"
"63696","63696","010300020201","ME","Redington Stream",39.09,9659.49,"ME"
"24023","24023","010300020202","ME","Saddleback Lake-South Branch Dead River",120.54,29785.6,"ME"
"63698","63698","010300020203","ME","Nash Stream",87.82,21701.94,"ME"
"24024","24024","010300020204","ME","South Branch Dead River",126.69,31304.75,"ME"
"80952","80952","010300020301","ME","Stratton Brook",85.58,21147.79,"ME"
"24030","24030","010300020302","ME","Upper Flagstaff Lake",92.09,22755.9,"ME"
"24031","24031","010300020303","ME","Middle Flagstaff Lake",140.2,34643.11,"ME"
"24032","24032","010300020304","ME","Lower Flagstaff Lake",129.39,31972.56,"ME"
"63699","63699","010300020401","ME","Baker Stream",59.3,14653.5,"ME"
"24033","24033","010300020402","ME","West Branch Spencer Stream-Spencer Stream",73.9,18260.92,"ME"
"43261","43261","010300020403","ME","Kibby Stream",115.13,28448.43,"ME"
"80953","80953","010300020404","ME","Fish Pond",70.74,17479.19,"ME"
"80648","80648","010300020405","ME","Little Spencer Stream",90.4,22339.27,"ME"
"80649","80649","010300020406","ME","Spencer Stream",93.49,23101.29,"ME"
"62607","62607","010300020501","ME","Black Brook",50.72,12534.23,"ME"
"24034","24034","010300020502","ME","Upper Dead River",89.25,22054.52,"ME"
"62608","62608","010300020503","ME","Stony Brook",41.97,10371.17,"ME"
"62606","62606","010300020504","ME","Enchanted Stream",83.36,20598.8,"ME"
"62609","62609","010300020505","ME","Salmon Stream",64.22,15869.92,"ME"
"24035","24035","010300020506","ME","Lower Dead River",94.26,23293.23,"ME"
"62610","62610","010300030101","ME","Kelly Brook-Kennebec River",80.37,19860.9,"ME"
"80650","80650","010300030102","ME","Pierce Pond Stream",75.63,18687.59,"ME"
"80647","80647","010300030103","ME","Pleasant Pond Stream",46.5,11490.86,"ME"
"62611","62611","010300030104","ME","Carrying Place Stream",42.55,10514.82,"ME"
"62359","62359","010300030105","ME","Houston Brook",48.24,11920.6,"ME"
"24036","24036","010300030106","ME","Wyman Lake-Kennebec River",109.52,27063.66,"ME"
"62360","62360","010300030201","ME","Austin Pond-Austin Stream",46.84,11573.68,"ME"
"62361","62361","010300030202","ME","South Branch Austin Stream",74.68,18452.83,"ME"
"62364","62364","010300030203","ME","Austin Stream",113.67,28089.44,"ME"
"80651","80651","010300030301","ME","Jackson Brook-Kennebec River",64.75,16000.4,"ME"
"80652","80652","010300030302","ME","Fall Brook",83.54,20642.72,"ME"
"24037","24037","010300030303","ME","Martin Stream-Mill Stream",49.39,12203.75,"ME"
"62673","62673","010300030304","ME","Michael Stream-Kennebec River",89.84,22199.95,"ME"
"62674","62674","010300030401","ME","Headwaters Carrabassett River",93.19,23026.51,"ME"
"80653","80653","010300030402","ME","Upper Carrabassett River",127.27,31449.03,"ME"
"62675","62675","010300030501","ME","Rapid Stream",65.57,16203.86,"ME"
"24038","24038","010300030502","ME","Tufts Pond-Alder Stream",34.44,8509.42,"ME"
"62676","62676","010300030503","ME","West Branch Carrabassett River",101.46,25070.2,"ME"
"24042","24042","010300030601","ME","Porter Lake-Lemon Stream",88.67,21909.98,"ME"
"80654","80654","010300030602","ME","Middle Carrabassett River",80.2,19818.91,"ME"
"62677","62677","010300030701","ME","Upper Sandy Stream",85.69,21173.73,"ME"
"62678","62678","010300030702","ME","Lower Sandy Stream",85.52,21131.24,"ME"
"62679","62679","010300030703","ME","Gilman Stream",93.74,23163.97,"ME"
"62680","62680","010300030801","ME","Big Brook",39.67,9802.13,"ME"
"80655","80655","010300030802","ME","Embden Pond",60.46,14939.08,"ME"
"81009","81009","010300030803","ME","Mill Stream",42.58,10520.73,"ME"
"62718","62718","010300030804","ME","Lower Carrabassett River",38.87,9604.18,"ME"
"62733","62733","010300030901","ME","South Branch Sandy River",54.82,13545.1,"ME"
"24043","24043","010300030902","ME","Headwaters Sandy River",96.21,23774.93,"ME"
"62717","62717","010300030903","ME","Orbeton Stream",153.9,38028.68,"ME"
"24044","24044","010300030904","ME","Upper Sandy River",60.98,15069.08,"ME"
"23437","23437","010300030905","ME","Middle Sandy River",110.22,27236.13,"ME"
"62751","62751","010300031001","ME","Valley Brook",96.57,23863.83,"ME"
"62743","62743","010300031002","ME","Barker Stream",50.06,12369.41,"ME"
"81010","81010","010300031003","ME","Temple Stream",86.29,21322.45,"ME"
"23439","23439","010300031004","ME","Lower Sandy River",115.18,28460.69,"ME"
"81074","81074","010300031101","ME","Wilson Stream-Wilson Pond",70,17296.14,"ME"
"62419","62419","010300031102","ME","Little Norridgewock Stream",102.03,25211.47,"ME"
"62420","62420","010300031103","ME","Wilson Stream",111,27429.63,"ME"
"62422","62422","010300031201","ME","McGurdy Stream",54.42,13447.45,"ME"
"62418","62418","010300031202","ME","Muddy Brook",50.31,12430.95,"ME"
"81075","81075","010300031203","ME","Bog Stream",32.32,7985.87,"ME"
"62423","62423","010300031204","ME","Lemon Stream",98.25,24278.83,"ME"
"62424","62424","010300031205","ME","Pelton Brook",37.87,9357.66,"ME"
"23440","23440","010300031206","ME","Outlet Sandy River",160.53,39668.25,"ME"
"80983","80983","010300031301","ME","Getchell Brook-Kennebec River",66.31,16386.28,"ME"
"23441","23441","010300031302","ME","Weston Dam-Kennebec River",140.41,34695.92,"ME"
"62425","62425","010300031401","ME","West Branch Wesserunsett Stream",71.59,17689.69,"ME"
"62426","62426","010300031402","ME","East Branch Wesserunsett Stream",62.87,15535.45,"ME"
"80984","80984","010300031403","ME","Wesserunsett Lake",46.51,11493.29,"ME"
"80985","80985","010300031404","ME","Cold Brook",125.02,30893.43,"ME"
"62848","62848","010300031405","ME","Wesserunsett Stream",64.77,16005.97,"ME"
"80986","80986","010300031501","ME","Eaton Ridge-Kennebec River",50.41,12455.89,"ME"
"62849","62849","010300031502","ME","Sibley Pond",70.45,17408.77,"ME"
